Title,Topic,Timestamp,Link
بالی وڈ کی اداکارائیں اور معروف انڈین شخصیات ڈیپ فیک پورن بنانے والوں کے نشانے پر کیوں؟,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cxe6vn0vg85o
"ویڈیو, میکال ذوالفقار کا ڈرامہ ’جیسے آپ کی مرضی‘: ’زندگی میں بہت سے لوگ خود پرست ہوتے ہیں‘دورانیہ, 10,04",فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cgxjv0glx1xo
میکال ذوالفقار کا ڈرامہ ’جیسے آپ کی مرضی‘: ’بہت سی خواتین نے مجھے بتایا کہ ان کا شوہر بھی شیری جیسا تھا‘,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cd1jlk92nzlo
ڈنکی: تارکین وطن کی مشکلات پر مبنی شاہ رخ خان کی نئی فلم، جس میں پانچ دوست ہر قیمت پر انگلینڈ پہنچنا چاہتے ہیں,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/c10yv9g2dv1o
پاکستانی بیلی ڈانسر یوشا حسین: ’گھاگھرا چولی پہنو گے تو کتنا برا لگے گا، تمھیں یہ سب کرتا دیکھ کر ہمیں شرم آئے گی‘,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cle74pg807lo
چنگ: ایک نایاب ساز جو ’سماج کے خلاف جنگ‘ میں سندھ کی شاہین کا ہتھیار بنا,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/c0k2rledyzzo
احمد علی اکبر: ’پری زاد کے بعد اشتہارات میں کام ملنا کم ہو گیا‘,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/c4n0gr9l70po
کورین ڈراموں کی بے بس اور نازک خواتین جو اب مضبوط اور پر تشدد ہو گئیں,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/c3g28x2lp72o
’دی آرچیز‘ میں سہانا خان کی ادکاری پر تنقید: ’ٹک ٹاک اور ریلز بنانے والے بھی بہتر ہونٹ ہلا سکتے ہیں‘,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cp4pgkrr7rdo
’استادوں کے استاد‘ حسین بخش گلو جن کی محفل لتا منگیشکر نو گھنٹے تک سنتی رہیں,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cv2zypj9j4qo
چینی لڑکی ’فاطمہ فینگ‘ کا کردار نبھانے والی ہورا بتول: ’لوگوں نے کہا تم اتنی صاف اردو کیسے بول لیتی ہو‘,فن فنکار,2023-11-20,https://www.bbc.com/urdu/articles/cekp77n1rkzo
